Column1;hour;light;temperature;soil_capacitance;delta_soil;was_watered;hours_since_last_watering;drying_too_fast;forgot_to_water;insufficient_watering;hour_of_day;is_day;rolling_avg_light_6h;rolling_avg_temp_6h;is_light_ok;light_hours_today;timestamp;date;soil_capacitance_in_6h;soil_capacitance_in_12h;needs_watering_now;needs_watering_in_6h;needs_watering_in_12h;too_dark_today;too_bright_now;dark_trend;worth_relocating;ok
258;5/5/2025 4:00;41.74;23.43;46.06;-0.09999999999999432;0;90;0;1;0;4;0;9.0;23.51;0;8;2025-05-05 04:00:00;5.05.2025;45.98;45.96;1;1;1;1;0;4.0;1;0
259;5/5/2025 5:00;88.05;23.46;46.43;0.36999999999999744;0;91;0;1;0;5;0;23.6;23.49;0;8;2025-05-05 05:00:00;5.05.2025;46.07;45.98;1;1;1;1;0;4.0;1;0
260;5/5/2025 6:00;144.73;23.53;46.03;-0.3999999999999986;0;92;0;1;0;6;1;47.72;23.48;1;8;2025-05-05 06:00:00;5.05.2025;46.0;46.01;1;1;1;1;0;4.0;1;0
261;5/5/2025 7:00;172.61;23.67;46.34;0.3100000000000023;0;93;0;1;0;7;1;76.49;23.5;1;8;2025-05-05 07:00:00;5.05.2025;46.22;45.95;1;1;1;1;0;4.0;1;0
262;5/5/2025 8:00;252.33;23.83;46.24;-0.10000000000000142;0;94;0;1;0;8;1;118.48;23.56;1;8;2025-05-05 08:00:00;5.05.2025;45.96;45.82;1;1;1;1;0;4.0;1;0
263;5/5/2025 9:00;226.83;23.99;45.94;-0.30000000000000426;0;95;0;1;0;9;1;154.38;23.65;1;8;2025-05-05 09:00:00;5.05.2025;45.92;46.08;1;1;1;0;0;4.0;1;0
264;5/5/2025 10:00;238.96;24.2;45.98;0.03999999999999915;0;96;0;1;0;10;1;187.25;23.78;1;8;2025-05-05 10:00:00;5.05.2025;45.96;46.07;1;1;1;0;0;4.0;1;0
265;5/5/2025 11:00;227.06;24.55;46.07;0.09000000000000341;0;97;0;1;0;11;1;210.42;23.96;1;8;2025-05-05 11:00:00;5.05.2025;45.98;45.73;1;1;1;0;0;4.0;1;0
266;5/5/2025 12:00;146.8;24.82;46.0;-0.07000000000000028;0;98;0;1;0;12;1;210.76;24.18;1;8;2025-05-05 12:00:00;5.05.2025;46.01;45.95;1;1;1;0;0;4.0;1;0
267;5/5/2025 13:00;116.62;24.85;46.22;0.21999999999999886;0;99;0;1;0;13;1;201.43;24.37;1;8;2025-05-05 13:00:00;5.05.2025;45.95;45.89;1;1;1;0;0;4.0;1;0
268;5/5/2025 14:00;97.42;24.64;45.96;-0.259999999999998;0;100;0;1;0;14;1;175.62;24.51;0;8;2025-05-05 14:00:00;5.05.2025;45.82;46.16;1;1;1;0;0;4.0;1;0
269;5/5/2025 15:00;81.33;24.34;45.92;-0.03999999999999915;0;101;0;1;0;15;1;151.37;24.57;0;8;2025-05-05 15:00:00;5.05.2025;46.08;45.99;1;1;1;0;0;4.0;1;0
270;5/5/2025 16:00;62.21;24.07;45.96;0.03999999999999915;0;102;0;1;0;16;1;121.91;24.54;0;8;2025-05-05 16:00:00;5.05.2025;46.07;45.91;1;1;1;0;0;4.0;1;0
271;5/5/2025 17:00;33.87;23.85;45.98;0.01999999999999602;0;103;0;1;0;17;1;89.71;24.43;0;8;2025-05-05 17:00:00;5.05.2025;45.73;46.05;1;1;1;1;0;4.0;1;0
272;5/5/2025 18:00;3.88;23.68;46.01;0.030000000000001137;0;104;0;1;0;18;1;65.89;24.24;0;8;2025-05-05 18:00:00;5.05.2025;45.95;45.87;1;1;1;1;0;4.0;1;0
273;5/5/2025 19:00;0.77;23.53;45.95;-0.05999999999999517;0;105;0;1;0;19;0;46.58;24.02;0;8;2025-05-05 19:00:00;5.05.2025;45.89;45.94;1;1;1;1;0;4.0;1;0
274;5/5/2025 20:00;83.02;23.55;45.82;-0.13000000000000256;0;106;0;1;0;20;0;44.18;23.84;0;8;2025-05-05 20:00:00;5.05.2025;46.16;45.87;1;1;1;1;0;4.0;1;0
275;5/5/2025 21:00;97.69;23.66;46.08;0.259999999999998;0;107;0;1;0;21;0;46.91;23.72;0;8;2025-05-05 21:00:00;5.05.2025;45.99;46.19;1;1;1;1;0;4.0;1;0
276;5/5/2025 22:00;97.73;23.74;46.07;-0.00999999999999801;0;108;0;1;0;22;0;52.83;23.67;0;8;2025-05-05 22:00:00;5.05.2025;45.91;46.02;1;1;1;1;0;4.0;1;0
277;5/5/2025 23:00;56.99;23.82;45.73;-0.3400000000000034;0;109;0;1;0;23;0;56.68;23.66;0;8;2025-05-05 23:00:00;5.05.2025;46.05;46.17;1;1;1;1;0;4.0;1;0
278;5/6/2025 0:00;0.0;23.73;45.95;0.22000000000000597;0;110;0;1;0;0;0;56.03;23.67;0;8;2025-05-06 00:00:00;6.05.2025;45.87;46.2;1;1;1;1;0;4.0;1;0
279;5/6/2025 1:00;0.0;23.57;45.89;-0.060000000000002274;0;111;0;1;0;1;0;55.9;23.68;0;8;2025-05-06 01:00:00;6.05.2025;45.94;46.24;1;1;1;1;0;4.0;1;0
280;5/6/2025 2:00;0.5;23.44;46.16;0.269999999999996;0;112;0;1;0;2;0;42.15;23.66;0;8;2025-05-06 02:00:00;6.05.2025;45.87;45.92;1;1;1;1;0;4.0;1;0
281;5/6/2025 3:00;23.92;23.35;45.99;-0.1699999999999946;0;113;0;1;0;3;0;29.86;23.61;0;8;2025-05-06 03:00:00;6.05.2025;46.19;46.31;1;1;1;1;0;4.0;1;0
282;5/6/2025 4:00;76.57;23.3;45.91;-0.0800000000000054;0;114;0;1;0;4;0;26.33;23.53;0;8;2025-05-06 04:00:00;6.05.2025;46.02;46.19;1;1;1;1;0;4.0;1;0
283;5/6/2025 5:00;123.26;23.32;46.05;0.14000000000000057;0;115;0;1;0;5;0;37.38;23.45;0;8;2025-05-06 05:00:00;6.05.2025;46.17;46.06;1;1;1;1;0;4.0;1;0
284;5/6/2025 6:00;149.15;23.41;45.87;-0.17999999999999972;0;116;0;1;0;6;1;62.23;23.4;1;8;2025-05-06 06:00:00;6.05.2025;46.2;46.02;1;1;1;1;0;4.0;1;0
285;5/6/2025 7:00;178.37;23.51;45.94;0.07000000000000028;0;117;0;1;0;7;1;91.96;23.39;1;8;2025-05-06 07:00:00;6.05.2025;46.24;46.05;1;1;1;1;0;4.0;1;0
286;5/6/2025 8:00;190.46;23.65;45.87;-0.07000000000000028;0;118;0;1;0;8;1;123.62;23.42;1;8;2025-05-06 08:00:00;6.05.2025;45.92;46.16;1;1;1;0;0;4.0;1;0
287;5/6/2025 9:00;216.54;23.84;46.19;0.3200000000000003;0;119;0;1;0;9;1;155.72;23.5;1;8;2025-05-06 09:00:00;6.05.2025;46.31;46.07;1;1;1;0;0;4.0;1;0
288;5/6/2025 10:00;267.57;24.11;46.02;-0.1699999999999946;0;120;0;1;0;10;1;187.56;23.64;1;8;2025-05-06 10:00:00;6.05.2025;46.19;46.34;1;1;1;0;0;4.0;1;0
289;5/6/2025 11:00;277.86;24.32;46.17;0.14999999999999858;0;121;0;1;0;11;1;213.32;23.81;1;8;2025-05-06 11:00:00;6.05.2025;46.06;46.19;1;1;1;0;0;4.0;1;0
290;5/6/2025 12:00;208.78;24.39;46.2;0.030000000000001137;0;122;0;1;0;12;1;223.26;23.97;1;8;2025-05-06 12:00:00;6.05.2025;46.02;46.19;1;1;1;0;0;4.0;1;0
291;5/6/2025 13:00;123.57;24.38;46.24;0.03999999999999915;0;123;0;1;0;13;1;214.13;24.11;1;8;2025-05-06 13:00:00;6.05.2025;46.05;46.02;1;1;1;0;0;4.0;1;0
292;5/6/2025 14:00;42.59;24.33;45.92;-0.3200000000000003;0;124;0;1;0;14;1;189.48;24.23;0;8;2025-05-06 14:00:00;6.05.2025;46.16;46.02;1;1;1;0;0;4.0;1;0
293;5/6/2025 15:00;21.89;24.33;46.31;0.39000000000000057;0;125;0;1;0;15;1;157.04;24.31;0;8;2025-05-06 15:00:00;6.05.2025;46.07;46.13;1;1;1;0;0;4.0;1;0
294;5/6/2025 16:00;20.62;24.24;46.19;-0.12000000000000455;0;126;0;1;0;16;1;115.88;24.33;0;8;2025-05-06 16:00:00;6.05.2025;46.34;46.31;1;1;1;1;0;4.0;1;0
295;5/6/2025 17:00;12.02;24.14;46.06;-0.12999999999999545;0;127;0;1;0;17;1;71.58;24.3;0;8;2025-05-06 17:00:00;6.05.2025;46.19;46.12;1;1;1;1;0;4.0;1;0
296;5/6/2025 18:00;52.72;24.17;46.02;-0.03999999999999915;0;128;0;1;0;18;1;45.57;24.26;0;8;2025-05-06 18:00:00;6.05.2025;46.19;46.13;1;1;1;1;0;4.0;1;0
297;5/6/2025 19:00;98.61;24.2;46.05;0.02999999999999403;0;129;0;1;0;19;0;41.41;24.23;0;8;2025-05-06 19:00:00;6.05.2025;46.02;46.19;1;1;1;1;0;4.0;1;0
298;5/6/2025 20:00;98.42;24.22;46.16;0.10999999999999943;0;130;0;1;0;20;0;50.71;24.22;0;8;2025-05-06 20:00:00;6.05.2025;46.02;46.05;1;1;1;1;0;4.0;1;0
299;5/6/2025 21:00;24.08;24.23;46.07;-0.0899999999999963;0;131;0;1;0;21;0;51.08;24.2;0;8;2025-05-06 21:00:00;6.05.2025;46.13;46.16;1;1;1;1;0;4.0;1;0
300;5/6/2025 22:00;0.0;24.02;46.34;0.2700000000000031;0;132;0;1;0;22;0;47.64;24.16;0;8;2025-05-06 22:00:00;6.05.2025;46.31;46.29;1;1;1;1;0;4.0;1;0
301;5/6/2025 23:00;0.0;23.84;46.19;-0.15000000000000568;0;133;0;1;0;23;0;45.64;24.11;0;8;2025-05-06 23:00:00;6.05.2025;46.12;45.96;1;1;1;1;0;4.0;1;0
302;5/7/2025 0:00;0.0;23.7;46.19;0.0;0;134;1;1;0;0;0;36.85;24.03;0;6;2025-05-07 00:00:00;7.05.2025;46.13;45.97;1;1;1;1;0;4.0;1;0
303;5/7/2025 1:00;0.0;23.6;46.02;-0.1699999999999946;0;135;0;1;0;1;0;20.42;23.93;0;6;2025-05-07 01:00:00;7.05.2025;46.19;46.27;1;1;1;1;0;4.0;1;0
304;5/7/2025 2:00;0.15;23.48;46.02;0.0;0;136;0;1;0;2;0;4.04;23.81;0;6;2025-05-07 02:00:00;7.05.2025;46.05;46.77;1;1;1;1;0;4.0;1;0
305;5/7/2025 3:00;9.83;23.4;46.13;0.10999999999999943;0;137;0;1;0;3;0;1.66;23.67;0;6;2025-05-07 03:00:00;7.05.2025;46.16;46.72;1;1;1;1;0;4.0;1;0
306;5/7/2025 4:00;39.4;23.35;46.31;0.17999999999999972;0;138;0;1;0;4;0;8.23;23.56;0;6;2025-05-07 04:00:00;7.05.2025;46.29;46.75;1;1;1;1;0;4.0;1;0
307;5/7/2025 5:00;73.8;23.37;46.12;-0.19000000000000483;0;139;0;1;0;5;0;20.53;23.48;0;6;2025-05-07 05:00:00;7.05.2025;45.96;46.88;1;1;1;1;0;4.0;1;0
308;5/7/2025 6:00;92.24;23.44;46.13;0.010000000000005116;0;140;0;1;0;6;1;35.9;23.44;0;6;2025-05-07 06:00:00;7.05.2025;45.97;46.92;1;1;1;1;0;4.0;1;0
309;5/7/2025 7:00;114.09;23.52;46.19;0.05999999999999517;0;141;0;1;0;7;1;54.92;23.43;1;6;2025-05-07 07:00:00;7.05.2025;46.27;46.91;1;1;1;1;0;4.0;1;0
310;5/7/2025 8:00;147.76;23.62;46.05;-0.14000000000000057;0;142;0;1;0;8;1;79.52;23.45;1;6;2025-05-07 08:00:00;7.05.2025;46.77;46.83;1;1;1;1;0;4.0;1;0
311;5/7/2025 9:00;201.45;23.82;46.16;0.10999999999999943;0;143;0;1;0;9;1;111.46;23.52;1;6;2025-05-07 09:00:00;7.05.2025;46.72;47.08;1;1;0;1;0;4.0;1;0
312;5/7/2025 10:00;205.37;24.02;46.29;0.13000000000000256;0;144;0;1;0;10;1;139.12;23.63;1;6;2025-05-07 10:00:00;7.05.2025;46.75;46.78;1;1;1;0;0;4.0;1;0
313;5/7/2025 11:00;203.98;24.04;45.96;-0.3299999999999983;0;145;0;1;0;11;1;160.81;23.74;1;6;2025-05-07 11:00:00;7.05.2025;46.88;47.21;1;1;0;0;0;4.0;1;0
314;5/7/2025 12:00;127.8;24.01;45.97;0.00999999999999801;0;146;0;1;0;12;1;166.74;23.84;1;6;2025-05-07 12:00:00;7.05.2025;46.92;47.34;1;1;0;0;0;4.0;1;0
315;5/7/2025 13:00;89.01;23.85;46.27;0.30000000000000426;0;147;0;1;0;13;1;162.56;23.89;0;6;2025-05-07 13:00:00;7.05.2025;46.91;47.42;1;1;0;0;0;4.0;1;0
316;5/7/2025 14:00;81.29;23.67;46.77;0.5;0;148;0;1;0;14;1;151.48;23.9;0;6;2025-05-07 14:00:00;7.05.2025;46.83;46.98;1;1;1;0;0;4.0;1;0
317;5/7/2025 15:00;73.92;23.56;46.72;-0.05000000000000426;0;149;0;1;0;15;1;130.23;23.86;0;6;2025-05-07 15:00:00;7.05.2025;47.08;47.15;1;0;0;0;0;4.0;1;0
318;5/7/2025 16:00;41.01;23.41;46.75;0.030000000000001137;0;150;0;1;0;16;1;102.84;23.76;0;6;2025-05-07 16:00:00;7.05.2025;46.78;46.94;1;1;1;1;0;4.0;1;0
319;5/7/2025 17:00;25.73;23.28;46.88;0.13000000000000256;0;151;0;1;0;17;1;73.13;23.63;0;6;2025-05-07 17:00:00;7.05.2025;47.21;46.98;1;0;1;1;0;4.0;1;0
320;5/7/2025 18:00;30.07;23.34;46.92;0.03999999999999915;0;152;0;1;0;18;1;56.84;23.52;0;6;2025-05-07 18:00:00;7.05.2025;47.34;46.96;1;0;1;1;0;4.0;1;0
321;5/7/2025 19:00;0.0;23.42;46.91;-0.010000000000005116;0;153;0;1;0;19;0;42.0;23.45;0;6;2025-05-07 19:00:00;7.05.2025;47.42;46.8;1;0;1;1;0;4.0;1;0
322;5/7/2025 20:00;0.0;23.34;46.83;-0.0799999999999983;0;154;0;1;0;20;0;28.45;23.39;0;6;2025-05-07 20:00:00;7.05.2025;46.98;46.98;1;1;1;1;0;4.0;1;0
323;5/7/2025 21:00;0.46;23.23;47.08;0.25;0;155;0;1;0;21;0;16.21;23.34;0;6;2025-05-07 21:00:00;7.05.2025;47.15;46.97;0;0;1;1;0;4.0;1;0
324;5/7/2025 22:00;0.0;23.18;46.78;-0.29999999999999716;0;156;0;1;0;22;0;9.38;23.3;0;6;2025-05-07 22:00:00;7.05.2025;46.94;47.16;1;1;0;1;0;4.0;1;0
325;5/7/2025 23:00;0.0;23.14;47.21;0.4299999999999997;0;157;0;1;0;23;0;5.09;23.27;0;6;2025-05-07 23:00:00;7.05.2025;46.98;47.0;0;1;0;1;0;4.0;1;0
326;5/8/2025 0:00;0.0;23.09;47.34;0.13000000000000256;0;158;0;1;0;0;0;0.08;23.23;0;7;2025-05-08 00:00:00;8.05.2025;46.96;46.8;0;1;1;1;0;4.0;1;0
327;5/8/2025 1:00;0.0;23.04;47.42;0.0799999999999983;0;159;0;1;0;1;0;0.08;23.17;0;7;2025-05-08 01:00:00;8.05.2025;46.8;47.13;0;1;0;1;0;4.0;1;0
328;5/8/2025 2:00;0.27;23.01;46.98;-0.44000000000000483;0;160;0;1;0;2;0;0.12;23.11;0;7;2025-05-08 02:00:00;8.05.2025;46.98;46.68;1;1;1;1;0;4.0;1;0
329;5/8/2025 3:00;5.61;22.98;47.15;0.1700000000000017;0;161;0;1;0;3;0;0.98;23.07;0;7;2025-05-08 03:00:00;8.05.2025;46.97;47.21;0;1;0;1;0;4.0;1;0
330;5/8/2025 4:00;15.86;22.96;46.94;-0.21000000000000085;0;162;0;1;0;4;0;3.62;23.04;0;7;2025-05-08 04:00:00;8.05.2025;47.16;46.87;1;0;1;1;0;4.0;1;0
331;5/8/2025 5:00;50.5;22.97;46.98;0.03999999999999915;0;163;0;1;0;5;0;12.04;23.01;0;7;2025-05-08 05:00:00;8.05.2025;47.0;46.72;1;0;1;1;0;4.0;1;0
332;5/8/2025 6:00;118.54;23.03;46.96;-0.01999999999999602;0;164;0;1;0;6;1;31.8;23.0;1;7;2025-05-08 06:00:00;8.05.2025;46.8;46.68;1;1;1;1;0;4.0;1;0
333;5/8/2025 7:00;164.43;23.3;46.8;-0.1600000000000037;0;165;0;1;0;7;1;59.2;23.04;1;7;2025-05-08 07:00:00;8.05.2025;47.13;47.08;1;0;0;1;0;4.0;1;0
334;5/8/2025 8:00;148.84;23.63;46.98;0.17999999999999972;0;166;0;1;0;8;1;83.96;23.14;1;7;2025-05-08 08:00:00;8.05.2025;46.68;47.11;1;1;0;1;0;4.0;1;0
335;5/8/2025 9:00;152.33;23.83;46.97;-0.00999999999999801;0;167;0;1;0;9;1;108.42;23.29;1;7;2025-05-08 09:00:00;8.05.2025;47.21;47.7;1;0;0;1;0;4.0;1;0
336;5/8/2025 10:00;186.66;23.98;47.16;0.18999999999999773;0;168;0;1;0;10;1;136.88;23.46;1;7;2025-05-08 10:00:00;8.05.2025;46.87;47.63;0;1;0;0;0;4.0;1;0
337;5/8/2025 11:00;180.48;24.08;47.0;-0.1599999999999966;0;169;0;1;0;11;1;158.55;23.64;1;7;2025-05-08 11:00:00;8.05.2025;46.72;47.45;0;1;0;0;0;4.0;1;0
338;5/8/2025 12:00;122.46;24.15;46.8;-0.20000000000000284;0;170;0;1;0;12;1;159.2;23.83;1;7;2025-05-08 12:00:00;8.05.2025;46.68;47.29;1;1;0;0;0;4.0;1;0
339;5/8/2025 13:00;98.15;24.16;47.13;0.3300000000000054;0;171;0;1;0;13;1;148.15;23.97;0;7;2025-05-08 13:00:00;8.05.2025;47.08;47.18;0;0;0;0;0;4.0;1;0
340;5/8/2025 14:00;75.8;24.13;46.68;-0.45000000000000284;0;172;0;1;0;14;1;135.98;24.06;0;7;2025-05-08 14:00:00;8.05.2025;47.11;47.21;1;0;0;0;0;4.0;1;0
